Parent Type,Parent ID,Asset ID,Asset Name,Asset Description,Asset Function,Asset Make,Asset Model,Asset Part Number,Asset Serial Number,Security Zone,Operating System,VM Host,Connected SCADA Server,Asset Contact Person,Comments
Site,Malaz WTP,MLZ_HMI_004,MLZ_HMI_004,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Malaz WTP,MLZ_AOS_DAS1,MLZ_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Malaz WTP,MLZ_HMI_005,MLZ_HMI_005,Workstation,Workstation,,,,,,,,,,
Site,Malaz WTP,MLZ_HMI_006,MLZ_HMI_006,Workstation,Workstation,,,,,,Windows 10,,,,
Site,Malaz WTP,MLZ_AOS_DAS2,MLZ_AOS_DAS2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Bowaib WTP,BWB_GR,BWB_GR,GR+historian,GR+historian,,,,,,Windows Server 2016,,,,
Site,Bowaib WTP,BWB_AOS_DAS_1,BWB_AOS_DAS_1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2016,,,,
Site,Bowaib WTP,BWB_AOS_DAS_2,BWB_AOS_DAS_2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2016,,,,
Site,Bowaib WTP,BWB_AOS_ABC,BWB_AOS_ABC,Workstation,Workstation,,,,,,Windows 10,,,,
Site,Bowaib WTP,BWB_AOS_CDE,BWB_AOS_CDE,Workstation,Workstation,,,,,,Windows 10,,,,
Site,Manfouha WTP,MNF_AOS_DAS1,MNF_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Manfouha WTP,MNF_AOS_DAS2,MNF_AOS_DAS2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Manfouha WTP,RPROSCDMNFHIS01,RPROSCDMNFHIS01,Historian,Historian,,,,,,Windows Server 2012R2,,,,
Site,Manfouha WTP,MNF_HMI_002,MNF_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Manfouha WTP,MNF_HMI_001,MNF_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Manfouha WTP,MNF_HMI_003,MNF_HMI_003,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Manfouha WTP,MNF_HMI_005,MNF_HMI_005,Workstation,,,,,,,,,,,
Site,Manfouha WTP,MNF_HMI_004,MNF_HMI_004,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Manfouha WTP,MNF_HMI_006,MNF_HMI_006,Workstation,Workstation,,,,,,Windows 10,,,,
Site,Salbukh WTP,SLB_WL_HMI_001,SLBWL_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Salbukh WTP,SLB_WL_HMI_ABC,SLBWL_HMI_ABC,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Salbukh WTP,SLB_AOS_DAS_1,SLB_AOS_DAS_1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_AOS_DAS_2,SLB_AOS_DAS_2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_INSQL_2,SLB_INSQL_2,Historian,Historian,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_HMI_002,SLB_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Salbukh WTP,SLB_HMI_001,SLB_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Salbukh WTP,SLB_HMI_ABC,SLB_HMI_ABC,Workstation,Workstation,,,,,,Windows 7,,,,
Site,Salbukh WTP,SLB_SCADA-SERVER_01,SCADA-SERVER_01,Server,Server,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_SCADA-SERVER_02,SCADA-SERVER_02,Server,Server,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_GRHIST,SLB_GRHIST,Server,Server,,,,,,Windows Server 2008 R2,,,,
Site,Salbukh WTP,SLB_001,SLB_001,Workstation,Workstation,,,,,,Windows 7,,,,
Site,Salbukh WTP,SLB_002,SLB_002,Workstation,Workstation,,,,,,Windows 7,,,,
Site,Salbukh WTP,SLB_003,SLB_003,Workstation,Workstation,,,,,,Windows 7,,,,
Site,Shomacy WTP,SHM_AOS_DAS1,SHM_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Shomacy WTP,SHM_AOS_DAS2,SHM_AOS_DAS2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Shomacy WTP,RPROSCDSHMHIS01,RPROSCDSHMHIS01,Historian,Historian,,,,,,Windows Server 2012R2,,,,
Site,Shomacy WTP,SHM_HMI_01,SHM_HMI_01,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Shomacy WTP,SHM_HMI_03,SHM_HMI_03,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Shomacy WTP,SHM_HMI_04,SHM-HMI-04,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Shomacy WTP,SHM_HMI_05,SHM_HMI_05,Workstation,Workstation,,,,,,Windows 8,,,,
Site,TGC,TGC_HMI_001,TGC_HMI_001,Workstation,Workstation,,,,,,Windows 7,,,,
Site,TGC,TGCHMI002,TGCHMI002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,TGC,TGC_HMI_005,TGC_HMI_005,Workstation,New Opeartor Workstation,,,,,,Windows 10 Ent,,,,
Site,TGC,TGCHMI004,TGCHMI004,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Wasi WTP,WAS_AOS_DAS2,WAS_AOS_DAS2,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Wasi WTP,WAS_AOS_DAS1,WAS_AOS_DAS1,AOS-DAS,AOS-DAS,,,,,,Windows Server 2012R2,,,,
Site,Wasi WTP,WAS_HMI_002,WAS_HMI_002,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Wasi WTP,WAS_HMI_001,WAS_HMI_001,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Wasi WTP,WAS_HMI_003,WAS_HMI_003,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Wasi WTP,WAS_HMI_004,WAS_HMI_004,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Wasi WTP,WAS_HMI_005,WAS_HMI_005,Workstation,Workstation,,,,,,Windows 8,,,,
Site,Manfouha WWTP,RD_MNF-STP_RYDMNFWWTPSCDG3,RYDMNFWWTPSCDG3,GR Server,GR Server,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_DAS_SRV1,DAS Server 1,DAS Server,DAS Server,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_DAS_SRV2,DAS Server 2,DAS Server,DAS Server,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS1,Opeartor Workstation 1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS2,Opeartor Workstation 2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS3,Opeartor Workstation 3,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS4,Opeartor Workstation 4,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS5,Opeartor Workstation 5,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OWS6,Opeartor Workstation 6,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_PHY1,Physical Host 1,Physical Host,Physical Host,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_PHYH2,Physical Host 2,Physical Host,Physical Host,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_PHY3,Physical Host 3,Physical Host,Physical Host,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_PHY4,Physical Host 4,Physical Host,Physical Host,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_OSOWS,OPERATOR-PC OLD SCADA,OPERATOR-PC OLD SCADA,Opeartor Workstation,,,,,,,,,,
Site,Manfouha WWTP,RD_MNF-STP_HIST_SRV,RYDMNFWWTPSCDH1,Historian Server,Historian Server,,,,,,,,,,
Site,HEET WWTP,RD_HET-STP_GR_SRV,GR Server,GR Server,GR Server,,,,,,,,,,
Site,HEET WWTP,RD_HET-STP_DAS_SRV1,DAS Server 1,DAS Server,DAS Server,,,,,,,,,,
Site,HEET WWTP,RD_HET-STP_DAS_SRV2,DAS Server 2,DAS Server,DAS Server,,,,,,,,,,
Site,HEET WWTP,RYDHETWWTPSCDW1,Opeartor Workstation 1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HEET WWTP,RYDHETWWTPSCDW2,Opeartor Workstation 2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HEET WWTP,RYDHETWWTPSCDW3,Opeartor Workstation 3,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HEET WWTP,RYDHETWWTPSCDW4,Opeartor Workstation 4,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_TTP001-PC,,,,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_SERVER-1,,,,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_DELL,,,,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_AHMAD-PC,,,,,,,,,,,,,
Site,HEET WWTP,RD_HEET_T2PLC_WKS,Tritiary-2 PLC filtration workstation,Workstation,Workstation,,,,,,,,,,
Site,HEET WWTP,RD_HEET_T1PLC_WKS1,Tritiary-1 PLC filtration workstation2,Workstation,Workstation,,,,,,,,,,
Site,HEET WWTP,RD_HEET_T1PLC_WKS2,Tritiary-1 PLC filtration workstation1,Workstation,Workstation,,,,,,,,,,
Site,HEET WWTP,RD_HET-STP_HIST_SRV,Historian Server,Historian Server,Historian Server,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_GR_SRV,GR Server,GR Server,GR Server,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_DAS_SRV1,DAS Server 1,DAS Server,DAS Server,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_DAS_SRV2,DAS Server 2,DAS Server,DAS Server,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_OWS1,Opeartor Workstation 1,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_OWS2,Opeartor Workstation 2,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_OWS3,Opeartor Workstation 3,Opeartor Workstation,Opeartor Workstation,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_HIST_SRV,Historian Server,Historian Server,Historian Server,,,,,,,,,,
Site,TGN,TGN_HMI_002,Workstation,Workstation,Workstation,,,,,,Windows 8,,,,
Site,TGE,RD_TGE_CCR-HIS-01,Historian Server,Historian Server,Historian Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-SCD-01,DAS/AOS Server 1,DAS/AOS Server,DAS/AOS Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-SCD-02,DAS/AOS Server 2,DAS/AOS Server,DAS/AOS Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-VOIP-01,Voice over IP Server,Voice over IP Server,Voice over IP Server,,,,,,,,,,
Site,TGE,RD_TGE_CCR-EWS-01,Engineering workstation,Engineering workstation,Engineering workstation,,,,,,,,,,
Site,TGE,RD_TGE_CCR-EWS-02,Opeartor Workstation ,Opeartor Workstation ,Opeartor Workstation ,,,,,,,,,,
Site,TGW,RD_TGW_SCADA Server,SCADA Server,SCADA Server,Opeartor Workstation ,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_Server-1,Physical Host,Physical Host,Physical Host,,,,,,,,,,
Site,HEET WWTP,RD_HEET-STP_Server-2,Physical Host,Physical Host,Physical Host,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_DACE_PC,Dcenter PC,,,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_OSCDA_SRV,Old scada ows,,,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_PHY1_SRV,Server-1,,,,,,,,,,,,
Site,HAYER WWTP,RD_HYR-STP_PHY2_SRV,Server-2,,,,,,,,,,,,
Site,Exit-10,RD-ET10_rproscasca001,rproscasca001,,Physical Host,,,,,,Window server 2016 ,,,,
Site,Exit-10,RD-ET10_RPROSCDALRDB01,RPROSCDALRDB01,,Alarm system VM,,,,,,Window server 2016 ,,,,
Site,Exit-10,RD-ET10_rproscasca000,rproscasca000,,Physical Host,,,,,,Window server 2016 ,,,,
Site,Exit-10,RD-ET10_RPROSCDALRAP01,RPROSCDALRAP01,,Alarm system VM,,,,,,Window server 2016 ,,,,
